Date,Fund,Benchmark
2004/10/5,240.1875507,140.630713
2004/10/6,239.8682681,140.6274484
2004/10/7,240.5358589,141.0551058
2004/10/8,239.9843709,140.5523635
2004/10/11,238.678215,139.5762601
2004/10/12,238.3008811,139.2008357
2004/10/13,237.8654958,139.284082
2004/10/14,236.9656995,139.0963698
2004/10/15,236.8205711,138.9543615
2004/10/18,236.6754427,139.0196527
2004/10/19,236.5593399,139.0278141
2004/10/20,236.0659033,138.5234395
2004/10/21,235.7466207,138.6148472
2004/10/22,236.2690831,139.377122
2004/10/25,235.4563639,138.8988639
2004/10/26,235.5144152,138.9968007
2004/10/27,235.5434409,138.9347741
2004/10/28,236.6754427,139.231849
2004/10/29,238.0396499,140.5621572
2004/11/1,238.9104205,141.0355184
2004/11/2,241.2615011,142.8555106
2004/11/3,242.5676569,143.3794724
2004/11/4,241.638835,142.4196918
2004/11/5,241.9000661,142.2499347
2004/11/8,241.2034497,142.4229564
2004/11/9,241.8420148,143.0481196
2004/11/10,243.8447871,144.1107339
2004/11/17,246.8054071,147.1761557
2004/11/18,246.6602786,147.6364586
2004/11/19,246.0507392,146.42041
2004/11/22,244.8606861,146.0955863
2004/11/23,248.3437684,148.4362758
2004/11/24,248.4018198,148.4362758
2004/11/25,248.4598712,147.7572473
2004/11/26,248.8372051,148.338339
2004/11/29,248.7791537,149.5005223
2004/11/30,249.6208986,149.7110864
2004/12/1,249.9401811,149.2915905
2004/12/2,252.1461333,150.1648603
2004/12/3,252.9878781,149.7078219
2004/12/6,252.1171076,149.5756072
2004/12/7,250.4045921,148.9308566
2004/12/8,248.2566913,147.2806216
2004/12/9,247.0085869,146.0857926
2004/12/10,245.9636622,145.9633716
2004/12/13,245.9636622,146.4710107
2004/12/14,246.0217135,146.4187777
2004/12/15,246.6312529,147.6821624
2004/12/16,246.1378163,147.6054453
2004/12/17,246.9795612,147.3948812
2004/12/20,247.7922804,148.4738182
2004/12/21,247.3278694,147.9661792
2004/12/22,247.4729978,147.4438496
2004/12/23,248.1696143,148.4232176
2004/12/24,247.5891006,148.0804388
2004/12/27,247.9374088,148.0298381
2004/12/28,248.8081794,147.9743406
2004/12/29,250.0562839,148.1424654
2004/12/30,250.5206948,148.5586968
2004/12/31,252.0880819,148.1179812
2005/1/3,251.4785425,147.5319927
2005/1/4,250.781926,147.3116349
2005/1/5,251.1592599,148.204492
2005/1/6,252.1461333,148.6060329
2005/1/7,254.3230597,149.562549
2005/1/10,254.9035734,150.0097937
2005/1/11,257.1966026,151.9048707
2005/1/12,257.8351677,152.3455863
2005/1/13,257.3707567,152.4712719
2005/1/14,256.7321916,151.7595978
2005/1/17,256.7031659,152.1709324
2005/1/18,256.6451146,153.0360407
2005/1/19,256.9643971,152.7046879
2005/1/20,256.8482944,151.7563332
2005/1/24,255.6001899,150.7133063
2005/1/25,254.4681881,150.1289501
2005/1/26,254.0328028,150.7198355
2005/1/27,253.1039809,150.1615957
2005/1/28,252.0300305,149.7176156
2005/1/31,251.1882856,149.5609167
2005/2/2,250.9560801,149.9265474
2005/2/3,251.3334141,149.8188169
2005/2/4,249.4757702,148.1326717
2005/2/7,249.9111554,148.9586054
2005/2/8,251.1012086,149.3389266
2005/2/14,251.710748,150.2203578
2005/2/15,251.8849021,150.448877
2005/2/16,251.6526966,150.0767172
2005/2/17,250.4916692,148.9651345
2005/2/18,249.5918729,148.1702142
2005/2/21,248.19864,147.6756333
2005/2/22,247.9954602,147.6811831
2005/2/23,245.4702255,146.8529642
2005/2/24,245.9346365,147.4993471
2005/2/25,246.3119704,147.4781274
2005/2/28,246.4861245,148.1098198
2005/3/1,243.9318642,146.6587229
2005/3/2,242.2483744,145.5830504
2005/3/3,242.6837597,145.1815095
2005/3/4,242.2483744,144.5106425
2005/3/7,243.4674532,145.4655262
2005/3/8,244.2801724,146.4971272
2005/3/9,245.6153539,147.4960825
2005/3/10,244.773609,146.7942021
2005/3/11,245.3250971,147.1418778
2005/3/14,244.6575063,147.1728911
2005/3/15,243.9318642,146.6113868
2005/3/16,243.8157614,146.4987595
2005/3/17,243.5255046,146.7844085
2005/3/18,242.4225285,145.9258292
2005/3/21,241.3485781,144.5579786
2005/3/22,239.6650883,143.4170149
2005/3/23,239.6650883,143.8446722
2005/3/24,239.3167801,144.0307522
2005/3/25,239.694114,144.1956124
2005/3/28,240.0424222,144.5285975
2005/3/29,239.0265232,143.9458736
2005/3/30,237.8945215,143.2733742
2005/3/31,236.6173913,142.2287151
2005/4/1,236.182006,142.974667
2005/4/4,233.8018998,141.5562157
2005/4/5,234.2663108,141.977344
2005/4/6,233.3084631,140.6617263
2005/4/7,232.8730778,140.6241839
2005/4/8,233.9470282,141.0322539
2005/4/11,234.7597474,141.9969313
2005/4/12,233.3665145,141.39462
2005/4/13,234.063131,142.6988117
2005/4/14,233.8599512,143.1884957
2005/4/15,233.1052833,142.7020763
2005/4/18,231.1315367,141.4631758
2005/4/19,230.8993312,141.6443588
2005/4/20,232.0893843,142.3315487
2005/4/22,232.9021035,143.2782711
2005/4/25,232.0313329,142.3315487
2005/4/26,232.0603586,142.4050013
2005/4/27,231.6830247,142.4082659
2005/4/28,231.1315367,142.6367851
2005/4/29,231.5378963,143.4708801
2005/5/3,233.2794374,145.60427
2005/5/4,235.3983125,147.4063071
2005/5/5,234.9919529,147.5679028
2005/5/6,234.6726704,147.1043353
2005/5/9,234.0341053,147.1157613
2005/5/10,233.3374888,147.3687647
2005/5/11,232.2925641,146.6930008
2005/5/12,231.7991275,145.8278924
2005/5/13,231.566922,145.4949073
2005/5/16,230.6381,145.1537608
2005/5/17,230.8703055,145.4998041
2005/5/18,229.8253808,144.6803996
2005/5/19,229.622201,144.8599504
2005/5/20,228.8965589,144.15807
2005/5/24,227.5323516,144.3490467
2005/5/25,224.5717317,142.0246801
2005/5/26,223.4397299,141.5349961
2005/5/27,223.7880382,141.8630844
2005/5/30,222.7431135,142.0018282
2005/5/31,220.7693668,140.4952337
2005/6/1,218.6504917,140.6960042
2005/6/2,217.5765414,140.7678245
2005/6/3,221.495009,141.3358579
2005/6/6,222.6560364,142.3299164
2005/6/7,222.6270107,143.137895
2005/6/8,225.007117,143.5492296
2005/6/9,226.3132728,143.5427004
2005/6/10,228.9836359,145.2761818
2005/6/13,230.9573826,146.0368242
2005/6/14,229.15779,145.7038391
2005/6/15,230.0285606,146.9541656
2005/6/16,229.7963551,146.5852703
2005/6/17,229.3029185,146.4253069
2005/6/20,229.4480469,146.3747062
2005/6/21,228.7224048,146.3028859
2005/6/22,231.0154339,147.4487464
2005/6/23,230.4639459,147.2822539
2005/6/24,230.086612,146.5917994
2005/6/25,228.1999424,145.4736876
2005/6/28,228.2870195,146.035192
2005/6/29,228.0257883,145.2696527
2005/6/30,227.4452746,144.9986942
2005/7/1,227.6194287,145.9290938
2005/7/4,227.4743003,146.6913685
2005/7/5,227.9677369,146.7207495
2005/7/6,229.2738928,147.3442805
2005/7/7,229.9414836,148.041264
2005/7/8,228.6643534,147.4944502
2005/7/11,230.2607661,148.4264821
2005/7/12,231.7701018,149.4711413
2005/7/13,231.653999,149.0385871
2005/7/14,233.2213861,150.3427788
2005/7/15,233.9180025,149.6539566
2005/7/18,233.4826172,149.3666754
2005/7/19,233.9180025,149.644163
2005/7/20,234.9339015,150.8243014
2005/7/21,234.7887731,150.4864194
2005/7/22,237.5171876,153.3837164
2005/7/25,238.0977013,153.4082006
2005/7/26,237.2849821,152.7389658
2005/7/27,236.9947252,152.1235962
2005/7/28,238.0106242,152.5169757
2005/7/29,238.7652921,153.008292
2005/7/31,238.8313771,153.008292
2005/8/1,238.1374841,153.1437712
2005/8/2,239.1948449,153.6514103
2005/8/3,242.9947354,155.4893575
2005/8/4,241.8052044,154.2879995
2005/8/5,241.2434815,153.9909245
2005/8/8,240.7808861,154.7434056
2005/8/9,239.1618024,154.2406634
2005/8/10,238.2035691,153.3494385
2005/8/11,237.8401013,152.7895665
2005/8/12,237.6748887,152.9511622
2005/8/15,235.7584222,151.4625229
2005/8/16,235.3619119,151.2291068
2005/8/17,234.9654016,151.2111517
2005/8/18,233.9741258,150.763907
2005/8/19,233.7097856,151.0740402
2005/8/22,232.916765,150.8177723
2005/8/23,233.4454454,150.7883912
2005/8/24,233.7428281,151.1621833
2005/8/25,232.6524248,150.1452729
2005/8/26,232.2559145,149.9053278
2005/8/29,230.4385755,148.8394489
2005/8/30,229.8107676,149.1185688
2005/9/1,228.6542791,148.4836119
2005/9/2,228.7203642,148.4036302
2005/9/5,228.522109,148.4950379
2005/9/6,227.8612585,148.8051711
2005/9/7,229.3151297,150.0179551
2005/9/8,229.7446825,149.6474275
2005/9/9,229.083832,149.8302429
2005/9/12,229.0177469,150.0179551
2005/9/13,229.71164,149.4711413
2005/9/14,229.777725,149.3111779
2005/9/15,229.4142572,150.1126273
2005/9/16,231.1985536,150.4945808
2005/9/19,231.0002985,150.7035127
2005/9/20,230.6368307,150.50111
2005/9/21,231.4959364,150.5892531
2005/9/22,231.7602766,150.6676025
2005/9/23,231.5950639,150.478258
2005/9/26,231.3637663,151.0071167
2005/9/27,232.1898294,151.428245
2005/9/28,231.9585317,150.9042831
2005/9/29,230.0090227,150.8602115
2005/9/30,231.4298513,151.4004962
2005/10/3,230.7359583,151.0397623
2005/10/4,230.6368307,150.9467224
2005/10/5,230.7690008,151.3955994
2005/10/6,230.0420652,151.1899321
2005/10/7,229.7446825,151.020175
2005/10/10,230.4716181,151.6192217
2005/10/11,230.405533,151.5457691
2005/10/12,229.8107676,151.5555628
2005/10/13,229.4142572,151.3319405
2005/10/14,229.3812147,151.0822016
2005/10/17,228.6873217,150.8667407
2005/10/18,227.7951735,150.600679
2005/10/19,225.5813242,149.2181379
2005/10/20,223.30139,148.8133325
2005/10/21,222.8387946,148.4689214
2005/10/24,221.6823062,147.6723688
2005/10/25,221.1866683,147.6805302
2005/10/26,220.9223281,147.755615
2005/10/27,220.6910304,147.633194
2005/10/28,220.7240729,147.8502873
2005/10/31,221.2197108,148.6615304
2005/11/2,221.9796889,149.1773309
2005/11/7,222.3761992,148.787216
2005/11/8,222.0127314,148.390572
2005/11/9,221.5501361,147.9743406
2005/11/10,220.1293075,147.0831157
2005/11/11,219.6006271,146.635871
2005/11/14,217.7832881,146.2832985
2005/11/15,217.3867778,145.9796944
2005/11/16,218.0806709,146.3828676
2005/11/17,217.2215652,145.9747976
2005/11/18,218.7415214,147.1859493
2005/11/21,219.534542,147.9237399
2005/11/22,218.7084789,147.3197963
2005/11/23,218.9728191,147.3785584
2005/11/24,218.6754363,147.5009794
2005/11/25,218.4771812,147.603813
2005/11/28,217.9485008,146.9280491
2005/11/29,217.4528629,146.6815748
2005/11/30,217.3537353,146.2735048
2005/12/1,216.1311618,144.9138156
2005/12/2,216.4946296,144.4796291
2005/12/5,216.5276721,144.5351267
2005/12/6,216.2633319,144.6967224
2005/12/7,217.1554801,145.545508
2005/12/8,217.3206928,146.2702403
2005/12/9,217.6841605,146.6277096
2005/12/12,216.957225,146.4171455
2005/12/13,217.1885227,146.6228127
2005/12/14,217.9154582,146.7093236
2005/12/15,217.2546077,146.0857926
2005/12/16,218.0476283,145.8229956
2005/12/19,217.6841605,146.2294333
2005/12/20,217.1885227,146.2653434
2005/12/21,217.0893951,146.0319274
2005/12/22,215.8337791,146.227801
2005/12/23,216.6267997,145.6205928
2005/12/27,216.957225,146.0090755
2005/12/28,217.1554801,146.1788326
2005/12/29,217.7172031,146.9851789
2005/12/30,217.9154582,146.8709193
2006/1/3,217.3206928,145.738117
2006/1/4,219.7327972,146.4367328
2006/1/5,221.9466464,147.9922956
2006/1/6,222.8057521,148.8100679
2006/1/9,224.689176,149.1577435
2006/1/11,225.1848139,148.4705537
2006/1/12,225.316984,148.7268216
2006/1/13,224.5239634,148.8476103
2006/1/16,224.4578784,147.971076
2006/1/17,224.4248358,148.1326717
2006/1/18,222.9048796,147.1206581
2006/1/19,223.367475,147.3459128
2006/1/20,224.3257083,147.7882606
2006/1/23,223.9622405,147.3148995
2006/1/24,225.5152392,148.0445286
2006/1/25,228.1916838,148.4999347
2006/1/26,228.4890665,149.0500131
2006/1/27,229.4142572,149.1920214
2006/1/31,230.2072779,149.1920214
2006/2/3,233.3463178,151.4510969
2006/2/6,233.610658,151.702468
2006/2/7,234.0402109,150.7965526
2006/2/8,233.5115304,149.9934709
2006/2/9,234.800189,150.2725908
2006/2/10,235.2627843,150.2203578
2006/2/13,236.0558049,150.6218987
2006/2/14,235.6262521,151.0691434
2006/2/15,236.0888475,151.3401019
2006/2/16,235.3949544,151.4919039
2006/2/17,235.4610395,151.2258423
2006/2/20,234.9984441,151.0152781
2006/2/21,233.8419557,151.0952599
2006/2/22,234.4036786,150.8879603
2006/2/23,234.7671464,151.3955994
2006/2/24,235.7914647,150.9712066
2006/2/27,237.377506,151.5833116
2006/2/28,237.6418462,151.6290154
2006/3/1,235.4610395,150.4243928
2006/3/2,236.2540601,150.133847
2006/3/3,237.1462083,149.6686472
2006/3/6,236.4192727,149.3405589
2006/3/7,236.4523153,149.387895
2006/3/8,235.427997,149.113672
2006/3/9,236.1549325,150.3182946
2006/3/10,235.8575498,150.489684
2006/3/13,237.2122933,150.50111
2006/3/14,236.8818681,150.8830635
2006/3/15,237.443591,150.8618438
2006/3/16,238.5670369,150.6839253
2006/3/17,238.9635472,150.5974145
2006/3/20,239.6243977,150.6627057
2006/3/21,240.2522057,150.6806607
2006/3/22,239.9217805,150.4864194
2006/3/23,238.8974622,151.0038522
2006/3/24,239.6904828,151.1638156
2006/3/27,240.3513333,151.5539305
2006/3/28,241.1113114,152.2639723
2006/3/29,242.1356297,152.2884565
2006/3/30,240.8800137,151.3074563
2006/3/31,241.276524,151.2519587
2006/4/3,241.5078217,151.5131235
2006/4/4,242.7303952,151.9930138
2006/4/5,244.2833939,153.7069078
2006/4/6,245.4398823,153.6073387
2006/4/7,246.0676903,154.0398929
2006/4/10,247.9511143,153.8374902
2006/4/12,247.8189442,153.7411857
2006/4/13,248.3476246,152.8205798
2006/4/14,250.0988784,153.160094
2006/4/17,249.8345382,153.3918778
2006/4/18,250.7266864,153.527357
2006/4/19,253.0066207,154.4087882
2006/4/20,253.2709609,154.5148864
2006/4/21,252.6431529,154.7711543
2006/4/24,253.0727058,153.9827631
2006/4/25,253.1387908,154.1019196
2006/4/26,254.6917895,154.9507051
2006/4/27,254.2952792,154.6764821
2006/4/28,255.3856826,154.9409115
2006/5/2,256.6412986,155.270632
2006/5/3,257.5664893,155.1041395
2006/5/4,260.4742316,155.7456255
2006/5/5,262.6880808,156.9241316
2006/5/8,264.7367174,157.6619222
2006/5/9,264.9349726,157.8218856
2006/5/10,264.3732496,157.7794463
2006/5/11,266.1905886,157.6864064
2006/5/15,263.0515486,157.4529903
2006/5/16,260.2759764,156.6890833
2006/5/17,259.2516581,156.4377122
2006/5/18,259.1855731,154.7042309
2006/5/19,257.797787,154.1525202
2006/5/22,251.453622,151.0691434
2006/5/23,250.2971336,151.2405328
2006/5/24,250.6275589,151.4347741
2006/5/25,249.1736877,150.8177723
2006/5/26,248.6780498,151.9244581
2006/5/29,249.2728153,151.5359755
2006/5/30,247.7528591,151.784082
2006/5/31,248.1493694,151.4396709
2006/6/1,248.314582,151.8754897
2006/6/2,249.0745601,151.9195612
2006/6/5,248.8102199,152.1121703
2006/6/6,247.3563488,151.0658788
2006/6/7,246.4311581,150.7524811
2006/6/8,242.3669274,149.7208801
2006/6/9,241.0121838,149.4189083
2006/6/12,242.0695447,149.6311047
2006/6/13,239.5583127,147.4977148
2006/6/14,237.2783784,145.8001436
2006/6/15,234.7341039,144.6983547
2006/6/16,237.8731439,145.8442152
2006/6/19,237.8401013,145.1929355
2006/6/20,237.6088037,145.2712849
2006/6/21,239.1618024,146.0335597
2006/6/22,241.4086941,146.9819143
2006/6/23,242.7634377,147.9400627
2006/6/26,242.8295228,147.6413554
2006/6/27,243.9529686,148.1718464
2006/6/28,242.9947354,148.0314704
2006/6/29,245.3077122,148.6256203
2006/6/30,246.3981155,149.3030165
2006/7/3,248.2815395,150.029381
2006/7/4,250.3632187,150.8210368
2006/7/5,250.7266864,150.967942
2006/7/6,249.9336658,150.1697571
2006/7/7,252.6101104,151.0773048
2006/7/10,252.1475151,150.9630452
2006/7/11,253.6013862,150.9206059
2006/7/12,254.4274493,151.5131235
2006/7/13,254.3613643,151.2389005
2006/7/14,249.9667083,149.1299948
2006/7/17,245.6381375,147.3459128
2006/7/18,247.2241787,148.3220162
2006/7/19,246.992881,148.8606686
2006/7/20,247.8189442,149.6180465
2006/7/21,249.8345382,150.9401933
2006/7/24,248.2154545,150.5517106
2006/7/25,249.5371555,151.4837425
2006/7/26,250.0988784,152.5104466
2006/7/27,251.0571117,152.9054583
2006/7/28,251.5857921,152.5724732
2006/7/31,252.1475151,152.7569209
2006/8/1,252.295164,152.7879342
2006/8/2,252.7011987,152.466375
2006/8/3,252.1844273,152.6655132
2006/8/4,253.2548823,153.1062288
2006/8/7,252.295164,153.1862105
2006/8/8,251.4830947,153.2841473
2006/8/9,251.9629538,153.6399843
2006/8/10,252.0367783,153.9223688
2006/8/11,250.9663234,153.8048446
2006/8/14,251.0032356,154.413685
2006/8/15,250.3757275,154.0774354
2006/8/16,249.6743949,153.1045965
2006/8/17,250.5972009,153.7738313
2006/8/18,250.4126397,153.760773
2006/8/21,249.8958684,153.8603421
2006/8/22,249.1945358,154.2537216
2006/8/23,249.4160093,154.7825803
2006/8/24,249.0099746,154.7613607
2006/8/25,249.379097,155.1514756
2006/8/28,248.6408522,155.2232959
2006/8/29,248.0133441,155.5921912
2006/8/30,249.1945358,156.3920084
2006/9/1,249.8958684,156.8115043
2006/9/4,249.2683603,158.0406111
2006/9/5,249.0468868,157.3256725
2006/9/6,248.1240808,156.1096239
2006/9/7,251.5569192,156.0214808
2006/9/8,251.224709,156.1602246
2006/9/11,251.7045682,156.0002612
2006/9/12,250.9663234,155.6705406
2006/9/13,251.7045682,155.760316
2006/9/14,252.4059007,156.2255158
2006/9/15,253.1072333,156.5340167
2006/9/18,255.1374065,157.6047924
2006/9/19,254.4729862,157.1591799
2006/9/20,254.3991617,156.6368504
2006/9/21,254.8790208,157.6913032
2006/9/22,255.7649146,157.5525594
2006/9/25,255.3219677,157.5868373
2006/9/26,254.9897576,157.6227475
2006/9/27,255.4696167,157.7304779
2006/9/28,256.9461063,158.1483416
2006/9/29,257.352141,157.9312484
2006/10/2,257.5736144,158.2772917
2006/10/3,257.6105266,157.9328806
2006/10/4,257.3890532,157.3615827
2006/10/5,257.9058246,158.1499739
2006/10/6,258.9024551,158.4911204
2006/10/9,259.2715775,158.2299556
2006/10/10,260.1574712,158.2838208
2006/10/11,261.3386629,158.3915513
2006/10/12,262.4829424,159.2484983
2006/10/13,263.1473627,160.541264
2006/10/16,262.11382,160.582071
2006/10/17,262.11382,159.5112954
2006/10/18,261.6339609,159.2925699
2006/10/19,261.966171,159.7626665
2006/10/20,261.7077853,159.8312223
2006/10/26,263.184275,160.3927266
2006/10/27,264.6238523,161.5793941
2006/10/30,264.107081,160.9542309
2006/10/31,264.9191503,161.3182293
2006/11/1,265.8419563,161.4879864
2006/11/2,267.1338847,162.4526639
2006/11/3,267.4660949,162.9048054
2006/11/6,266.6909378,162.1343693
2006/11/7,270.1237762,163.7633847
2006/11/8,269.0902335,164.417929
2006/11/9,269.8653905,166.4811308
2006/11/10,269.9023027,166.8679812
2006/11/13,269.6808293,166.4615435
2006/11/14,271.5264413,168.1395273
2006/11/15,271.6740903,167.8604074
2006/11/16,276.9894529,169.3653695
2006/11/17,276.4726816,169.8860669
2006/11/20,276.6572428,168.6993993
2006/11/21,278.9827139,169.1303212
2006/11/22,279.7209587,170.3790154
2006/11/23,279.8316954,170.819731
2006/11/24,281.751132,173.0918647
2006/11/27,283.3752705,174.3748368
2006/11/28,282.4524645,172.5695351
2006/11/29,282.8584992,173.7725255
2006/11/30,287.6570904,176.3939671
2006/12/1,287.9154761,176.3041917
2006/12/4,287.6201782,175.8683729
2006/12/5,291.8650859,177.7487595
2006/12/6,289.9456494,179.2814704
2006/12/7,288.1738618,179.2667798
2006/12/8,289.3919657,179.3206451
2006/12/11,288.8751944,179.8282841
2006/12/12,285.1470581,177.6606163
2006/12/13,284.2980766,176.2209454
2006/12/14,283.1907093,175.5468138
2006/12/15,286.2913375,177.7748759
2006/12/18,284.1135153,176.5474014
2006/12/19,281.0497994,173.0804388
2006/12/20,281.8249564,175.682293
2006/12/21,281.751132,175.7443197
2006/12/22,282.8954114,176.2405328
2006/12/26,283.3752705,175.9842648
2006/12/27,285.3685315,176.8118308
2006/12/28,288.358423,177.7308044
2006/12/29,290.204035,178.9370593
2007/1/3,294.5596794,182.340363
2007/1/4,295.7777834,182.5182815
2007/1/5,294.4858549,182.8806477
2007/1/8,294.5596794,181.6760251
2007/1/9,294.6704161,182.6455994
2007/1/10,293.6737856,181.7037738
2007/1/11,292.5664184,180.5399582
2007/1/12,296.9589751,182.7059937
2007/1/15,300.8347603,184.0248759
2007/1/16,302.163601,184.8736615
2007/1/17,302.2005132,186.0325803
2007/1/18,306.1870352,187.3302429
2007/1/19,306.5561576,187.3465657
2007/1/22,309.6567858,188.9935362
2007/1/23,311.834608,190.8331157
2007/1/24,315.7842177,193.1052494
2007/1/25,317.1130584,192.5535388
2007/1/26,316.2271646,190.9588013
2007/1/29,318.8479337,192.2058631
2007/1/30,319.0694071,192.8408201
2007/1/31,318.441899,194.1352181
2007/2/2,321.653264,197.4209976
2007/2/5,324.2002086,200.0734526
2007/2/6,325.7874349,201.8526378
2007/2/7,330.6598507,202.9854401
2007/2/8,332.6900239,203.8440193
2007/2/9,333.2067953,202.5447245
2007/2/12,330.7705874,201.0756725
2007/2/13,330.4752895,201.4739488
2007/2/14,334.2034257,203.323322
2007/2/15,333.8712156,205.4436537
2007/2/16,333.4282687,206.0084226
2007/2/21,337.4886152,208.6412902
2007/2/22,340.9214535,208.3638026
2007/2/23,343.0992757,209.4982371
2007/2/26,342.9147145,207.7680204
2007/2/27,330.1430793,201.9260904
2007/2/28,317.9989522,195.2941369
2007/3/1,310.616504,192.7575738
2007/3/2,306.9621922,190.1083834
2007/3/5,292.4925939,181.2957038
2007/3/6,297.4388342,184.6043353
2007/3/7,304.3045109,188.7862366
2007/3/8,310.4319428,193.761426
2007/3/9,310.8748897,194.0503395
2007/3/12,314.750675,196.4106163
2007/3/13,313.8647812,195.8752285
2007/3/14,306.92528,190.385871
2007/3/15,307.848086,192.659637
2007/3/16,309.1031022,192.9681379
2007/3/19,311.2809244,194.6036824
2007/3/20,313.4956588,196.7354401
2007/3/21,315.0828852,197.3981457
2007/3/22,319.0694071,199.4189083
2007/3/23,320.6197212,201.6926743
2007/3/26,326.7471532,203.1078611
2007/3/27,326.3411185,203.5730609
2007/3/28,322.0962109,201.6257508
2007/3/29,322.9082801,201.731849
2007/3/30,324.7908044,203.5240925
2007/4/2,326.562592,203.4310525
2007/4/3,329.8846936,205.148211
2007/4/4,332.247077,207.5133847
2007/4/5,333.8343033,208.5205014
2007/4/6,333.2806197,208.7555498
2007/4/9,337.1933172,211.928702
2007/4/10,339.9986475,213.2312614
2007/4/11,339.1127537,213.2116741
2007/4/12,338.0422988,213.3700052
2007/4/13,336.6396336,213.5348655
2007/4/16,339.0389293,215.9359493
2007/4/17,339.6664373,217.1356751
2007/4/18,337.5255274,216.8696135
2007/4/19,332.394726,213.234526
2007/4/20,335.4584419,214.7052102
2007/4/23,339.1865782,215.6829459
2007/4/24,340.8107168,215.0528859
2007/4/25,343.2469247,214.803147
2007/4/27,346.4582896,216.2395534
2007/4/30,344.834151,215.8282189
2007/5/3,347.1227099,219.1809219
2007/5/4,348.9314097,222.5450509
2007/5/7,349.7065668,222.8519196
2007/5/8,346.7535875,221.1200705
2007/5/9,345.3140101,220.4949073
2007/5/10,348.1562527,221.2751371
2007/5/11,346.6428508,220.5944764
2007/5/14,345.0556245,221.9231523
2007/5/15,345.1294489,219.7212066
2007/5/16,346.1260794,220.7511752
2007/5/17,345.3878346,221.8872421
2007/5/18,345.2032734,221.4742753
2007/5/21,344.0220817,219.8958605
2007/5/22,346.9012365,223.215918
2007/5/23,344.2804674,221.1706712
2007/5/24,340.6630678,218.8854792
2007/5/25,340.0355597,218.575346
2007/5/28,338.6328946,219.7032515
2007/5/29,337.3040539,219.2151998
2007/5/30,335.5691786,218.5916688
2007/5/31,336.2705112,219.8501567
2007/6/1,341.2905759,222.0015017
2007/6/4,344.0959062,222.0341473
2007/6/5,348.673024,223.5554322
2007/6/6,349.3743566,224.0108383
2007/6/7,348.968322,222.7099112
2007/6/8,347.2334467,220.7479107
2007/6/11,348.1562527,221.6081222
2007/6/12,351.7736522,222.084748
2007/6/13,353.9883867,220.8523766
2007/6/14,354.0622111,221.5297728
2007/6/15,356.2769456,222.0961739
2007/6/18,357.6796107,223.9945155
2007/6/19,358.4547678,224.7306738
2007/6/20,362.330553,226.2780752
2007/6/21,364.7298487,226.5539305
2007/6/22,367.9412136,227.1431836
2007/6/25,369.8606501,224.7861713
2007/6/26,367.0184076,223.1310394
2007/6/27,362.4412897,221.5705798
2007/6/28,361.555396,220.4753199
2007/6/29,363.2902713,221.0727344
2007/6/30,364.6929364,221.0727344
2007/7/2,365.394269,222.7033821
2007/7/3,367.4982667,224.1348916
2007/7/4,371.6324376,224.7878036
2007/7/5,374.5115924,223.5080961
2007/7/6,377.8706063,224.2491512
2007/7/9,380.4913754,225.040807
2007/7/10,382.7799343,223.8590363
2007/7/11,383.2228812,221.8709193
2007/7/12,384.1087749,222.9727083
2007/7/13,387.3570521,226.0250718
2007/7/16,389.1288397,225.50111
2007/7/17,385.4007034,224.8433011
2007/7/18,383.1859689,223.4966701
2007/7/19,381.1557957,224.6670149
2007/7/20,382.1524262,225.6398537
2007/7/23,384.6993708,225.5043745
2007/7/24,392.2294679,227.2427527
2007/7/25,391.2328374,225.2105641
2007/7/26,390.6422415,225.4994777
2007/7/27,385.5483523,221.2359624
2007/7/30,386.3604216,220.7511752
2007/7/31,387.9030282,224.2279316
2007/8/1,378.3138519,218.6422695
2007/8/2,372.1434254,217.6286237
2007/8/3,372.2268096,217.9779316
2007/8/6,364.8056209,210.7110212
2007/8/7,357.5095085,210.5853356
2007/8/8,363.3047064,213.3667407
2007/8/9,366.1814593,214.3820188
2007/8/10,360.5530297,210.1886916
2007/8/13,357.9681213,210.1707365
2007/8/14,357.0092037,210.2931575
2007/8/15,348.5040212,204.332071
2007/8/16,335.1625585,197.1157613
2007/8/17,328.3667509,194.4943197
2007/8/20,338.2477717,202.956059
2007/8/21,337.9142352,201.0120136
2007/8/22,342.5837471,204.914795
2007/8/23,346.7112621,209.5227213
2007/8/24,348.9209419,207.8741186
2007/8/27,348.962634,208.6494516
2007/8/28,349.9632437,208.7604466
2007/8/29,347.0447987,206.2712196
2007/8/30,348.6707895,207.941042
2007/9/3,352.0895393,209.6075999
2007/9/4,353.8406063,209.543941
2007/9/5,355.466597,211.858514
2007/9/6,356.2587464,212.0086837
2007/9/7,354.5076794,212.9962131
2007/9/10,352.2146155,210.6783756
2007/9/11,349.6713992,209.9650692
2007/9/12,349.6713992,209.9014103
2007/9/13,348.962634,209.5880125
2007/9/14,350.2967802,210.482502
2007/9/17,345.5855762,208.6608775
2007/9/18,349.546323,208.4960172
2007/9/19,353.6321459,211.7328284
2007/9/20,352.2979996,213.6115827
2007/9/21,354.3409111,213.1659702
2007/9/24,354.0073745,215.0104466
2007/9/25,353.9239904,214.8782319
2007/9/26,356.1753622,215.6062288
2007/9/27,360.76149,218.0171063
2007/9/28,365.1808496,218.1215722
2007/9/30,365.1391575,218.1215722
2007/10/1,371.0177395,219.8762732
